Id;name;Poder;Valor;Total_Poder
37;Aquaman;Enhanced_Smell;0,5;36,5
37;Aquaman;Water_Control;0,5;36,5
37;Aquaman;Sonar;0,5;36,5
37;Aquaman;Sub_Mariner;5,0;36,5
37;Aquaman;Vision_Night;0,5;36,5
38;Arachne;Agility;0,5;14,5
38;Arachne;Accelerated_Healing;5,0;14,5
38;Arachne;Durability;0,5;14,5
38;Arachne;Super_Strength;0,5;14,5
38;Arachne;Stamina;0,5;14,5
38;Arachne;Super_Speed;0,5;14,5
38;Arachne;Reflexes;0,5;14,5
38;Arachne;Psionic_Powers;0,5;14,5
38;Arachne;Toxin_and_Disease_Resistance;2,5;14,5
38;Arachne;Enhanced_Touch;0,5;14,5
38;Arachne;Wallcrawling;0,5;14,5
38;Arachne;Web_Creation;2,5;14,5
39;Archangel;Agility;0,5;8,5
39;Archangel;Accelerated_Healing;5,0;8,5
39;Archangel;Durability;0,5;8,5
39;Archangel;Flight;0,5;8,5
39;Archangel;Super_Strength;0,5;8,5
39;Archangel;Stamina;0,5;8,5
39;Archangel;Gliding;0,5;8,5
39;Archangel;Vision_Telescopic;0,5;8,5
40;Arclight;Durability;0,5;3
40;Arclight;Super_Strength;0,5;3
40;Arclight;Stamina;0,5;3
40;Arclight;Seismic_Power;1,5;3
41;Ardina;Agility;0,5;67
41;Ardina;Accelerated_Healing;5,0;67
41;Ardina;Cold_Resistance;2,0;67
41;Ardina;Durability;0,5;67
41;Ardina;Flight;0,5;67
41;Ardina;Super_Strength;0,5;67
41;Ardina;Energy_Blasts;0,5;67
41;Ardina;Super_Speed;0,5;67
41;Ardina;Enhanced_Senses;0,5;67
41;Ardina;Reflexes;0,5;67
41;Ardina;Invulnerability;5,0;67
41;Ardina;Self_Sustenance;0,5;67
41;Ardina;Empathy;0,5;67
41;Ardina;Molecular_Manipulation;7,5;67
41;Ardina;Energy_Manipulation;0,5;67
41;Ardina;Heat_Resistance;2,0;67
41;Ardina;Power_Cosmic;40,0;67
42;Ares;Agility;0,5;33
42;Ares;Accelerated_Healing;5,0;33
42;Ares;Durability;0,5;33
42;Ares;Super_Strength;0,5;33
42;Ares;Stamina;0,5;33
42;Ares;Super_Speed;0,5;33
42;Ares;Immortality;25,0;33
42;Ares;Reflexes;0,5;33
43;Ariel;Telepathy;5,0;17,5
43;Ariel;Teleportation;12,5;17,5
44;Armor;Super_Strength;0,5;1,5
44;Armor;Energy_Armor;0,5;1,5
44;Armor;Psionic_Powers;0,5;1,5
47;Atlas (MC);Durability;0,5;35,5
47;Atlas (MC);Stealth;1,0;35,5
47;Atlas (MC);Intelligence;0,5;35,5
47;Atlas (MC);Super_Strength;0,5;35,5
47;Atlas (MC);Size_Changing;1,0;35,5
47;Atlas (MC);Stamina;0,5;35,5
47;Atlas (MC);Super_Speed;0,5;35,5
47;Atlas (MC);Immortality;25,0;35,5
47;Atlas (MC);Reflexes;0,5;35,5
47;Atlas (MC);Invulnerability;5,0;35,5
47;Atlas (MC);Self_Sustenance;0,5;35,5
48;Atlas (DC);Durability;0,5;35,5
48;Atlas (DC);Stealth;1,0;35,5
48;Atlas (DC);Intelligence;0,5;35,5
48;Atlas (DC);Super_Strength;0,5;35,5
48;Atlas (DC);Size_Changing;1,0;35,5
48;Atlas (DC);Stamina;0,5;35,5
48;Atlas (DC);Super_Speed;0,5;35,5
48;Atlas (DC);Immortality;25,0;35,5
48;Atlas (DC);Reflexes;0,5;35,5
48;Atlas (DC);Invulnerability;5,0;35,5
48;Atlas (DC);Self_Sustenance;0,5;35,5
50;Atom;Longevity;1,0;5
50;Atom;Super_Strength;0,5;5
50;Atom;Duplication;0,5;5
50;Atom;Stamina;0,5;5
50;Atom;Super_Speed;0,5;5
50;Atom;Radiation_Immunity;2,0;5
51;Atom Girl;Size_Changing;1,0;1
52;Atom II;Flight;0,5;3,5
52;Atom II;Super_Strength;0,5;3,5
52;Atom II;Size_Changing;1,0;3,5
52;Atom II;Density_Control;1,0;3,5
52;Atom II;Gliding;0,5;3,5
53;Atom III;Size_Changing;1,0;1
54;Atom IV;Intelligence;0,5;0,5
55;Aurora;Accelerated_Healing;5,0;17,5
55;Aurora;Durability;0,5;17,5
55;Aurora;Flight;0,5;17,5
55;Aurora;Energy_Blasts;0,5;17,5
55;Aurora;Super_Speed;0,5;17,5
55;Aurora;Reflexes;0,5;17,5
55;Aurora;Molecular_Manipulation;7,5;17,5
55;Aurora;Light_Control;0,5;17,5
55;Aurora;Illumination;0,5;17,5
55;Aurora;Molecular_Combustion;1,5;17,5
56;Azazel;Accelerated_Healing;5,0;41
56;Azazel;Longevity;1,0;41
56;Azazel;Teleportation;12,5;41
56;Azazel;Dimensional_Travel;5,0;41
56;Azazel;Shapeshifting;5,0;41
56;Azazel;Regeneration;12,5;41
57;Azrael;Weapons_Master;2,5;4,5
57;Azrael;Super_Strength;0,5;4,5
57;Azrael;Stamina;0,5;4,5
57;Azrael;Super_Speed;0,5;4,5
57;Azrael;Weapon_based_Powers;0,5;4,5
58;Aztar;Flight;0,5;43
58;Aztar;Super_Strength;0,5;43
58;Aztar;Telepathy;5,0;43
58;Aztar;Stamina;0,5;43
58;Aztar;Astral_Travel;1,5;43
58;Aztar;Super_Speed;0,5;43
58;Aztar;Teleportation;12,5;43
58;Aztar;Magic;7,5;43
58;Aztar;Invulnerability;5,0;43
58;Aztar;Precognition;1,0;43
58;Aztar;Intangibility;0,5;43
58;Aztar;Illusions;0,5;43
58;Aztar;Invisibility;7,5;43
59;Bane;Durability;0,5;7,5
59;Bane;Super_Strength;0,5;7,5
59;Bane;Stamina;0,5;7,5
59;Bane;Super_Speed;0,5;7,5
59;Bane;Enhanced_Memory;5,0;7,5
59;Bane;Reflexes;0,5;7,5
60;Banshee;Flight;0,5;4
60;Banshee;Audio_Control;0,5;4
60;Banshee;Force_Fields;1,5;4
60;Banshee;Enhanced_Hearing;0,5;4
60;Banshee;Sonar;0,5;4
60;Banshee;Sonic_Scream;0,5;4
61;Bantam;Durability;0,5;1,5
61;Bantam;Super_Strength;0,5;1,5
61;Bantam;Stamina;0,5;1,5
63;Batgirl;Stealth;1,0;6
63;Batgirl;Marksmanship;0,5;6
63;Batgirl;Weapons_Master;2,5;6
63;Batgirl;Intelligence;0,5;6
63;Batgirl;Stamina;0,5;6
63;Batgirl;Weapon_based_Powers;0,5;6
63;Batgirl;Reflexes;0,5;6
65;Batgirl IV;Agility;0,5;9,5
65;Batgirl IV;Stealth;1,0;9,5
65;Batgirl IV;Weapons_Master;2,5;9,5
65;Batgirl IV;Peak_Human_Condition;3,0;9,5
65;Batgirl IV;Toxin_and_Disease_Resistance;2,5;9,5
67;Batgirl VI;Agility;0,5;2
67;Batgirl VI;Marksmanship;0,5;2
67;Batgirl VI;Stamina;0,5;2
67;Batgirl VI;Weapon_based_Powers;0,5;2
69;Batman;Agility;0,5;18,5
69;Batman;Durability;0,5;18,5
69;Batman;Stealth;1,0;18,5
69;Batman;Underwater_breathing;1,0;18,5
69;Batman;Marksmanship;0,5;18,5
69;Batman;Weapons_Master;2,5;18,5
69;Batman;Intelligence;0,5;18,5
69;Batman;Super_Strength;0,5;18,5
69;Batman;Stamina;0,5;18,5
69;Batman;Super_Speed;0,5;18,5
69;Batman;Weapon_based_Powers;0,5;18,5
69;Batman;Peak_Human_Condition;3,0;18,5
69;Batman;Reflexes;0,5;18,5
69;Batman;Gliding;0,5;18,5
69;Batman;Power_Suit;5,0;18,5
69;Batman;Vision_Night;0,5;18,5
69;Batman;Vision_Infrared;0,5;18,5
70;Batman II;Agility;0,5;9
70;Batman II;Stealth;1,0;9
70;Batman II;Marksmanship;0,5;9
70;Batman II;Weapons_Master;2,5;9
70;Batman II;Intelligence;0,5;9
70;Batman II;Stamina;0,5;9
70;Batman II;Weapon_based_Powers;0,5;9
70;Batman II;Peak_Human_Condition;3,0;9
71;Battlestar;Agility;0,5;3
71;Battlestar;Durability;0,5;3
71;Battlestar;Super_Strength;0,5;3
71;Battlestar;Stamina;0,5;3
71;Battlestar;Super_Speed;0,5;3
71;Battlestar;Reflexes;0,5;3
72;Batwoman V;Stealth;1,0;5,5
72;Batwoman V;Marksmanship;0,5;5,5
72;Batwoman V;Weapons_Master;2,5;5,5
72;Batwoman V;Intelligence;0,5;5,5
72;Batwoman V;Stamina;0,5;5,5
72;Batwoman V;Dexterity;0,5;5,5
73;Beak;Flight;0,5;1,5
73;Beak;Gliding;0,5;1,5
73;Beak;Vision_Telescopic;0,5;1,5
74;Beast;Agility;0,5;11,5
74;Beast;Accelerated_Healing;5,0;11,5
74;Beast;Animal_Attributes;0,5;11,5
74;Beast;Intelligence;0,5;11,5
74;Beast;Super_Strength;0,5;11,5
74;Beast;Stamina;0,5;11,5
74;Beast;Dexterity;0,5;11,5
74;Beast;Super_Speed;0,5;11,5
74;Beast;Enhanced_Senses;0,5;11,5
74;Beast;Jump;0,5;11,5
74;Beast;Reflexes;0,5;11,5
74;Beast;Natural_Weapons;0,5;11,5
74;Beast;Wallcrawling;0,5;11,5
74;Beast;Vision_Night;0,5;11,5
75;Beast Boy;Agility;0,5;16,5
75;Beast Boy;Durability;0,5;16,5
75;Beast Boy;Flight;0,5;16,5
75;Beast Boy;Animal_Attributes;0,5;16,5
75;Beast Boy;Super_Strength;0,5;16,5
75;Beast Boy;Size_Changing;1,0;16,5
75;Beast Boy;Super_Speed;0,5;16,5
75;Beast Boy;Animal_Oriented_Powers;0,5;16,5
75;Beast Boy;Shapeshifting;5,0;16,5
75;Beast Boy;Empathy;0,5;16,5
75;Beast Boy;Natural_Armor;0,5;16,5
75;Beast Boy;Natural_Weapons;0,5;16,5
75;Beast Boy;Sub_Mariner;5,0;16,5
75;Beast Boy;Wallcrawling;0,5;16,5
77;Ben 10;Omnitrix;7,5;12,5
77;Ben 10;Shapeshifting;5,0;12,5
78;Beta Ray Bill;Accelerated_Healing;5,0;39
78;Beta Ray Bill;Super_Strength;0,5;39
78;Beta Ray Bill;Stamina;0,5;39
78;Beta Ray Bill;Super_Speed;0,5;39
78;Beta Ray Bill;Immortality;25,0;39
78;Beta Ray Bill;Invulnerability;5,0;39
78;Beta Ray Bill;Toxin_and_Disease_Resistance;2,5;39
79;Beyonder;Accelerated_Healing;5,0;129,5
79;Beyonder;Dimensional_Awareness;0,5;129,5
79;Beyonder;Energy_Absorption;2,5;129,5
79;Beyonder;Flight;0,5;129,5
79;Beyonder;Super_Strength;0,5;129,5
79;Beyonder;Telepathy;5,0;129,5
79;Beyonder;Energy_Blasts;0,5;129,5
79;Beyonder;Size_Changing;1,0;129,5
79;Beyonder;Super_Speed;0,5;129,5
79;Beyonder;Teleportation;12,5;129,5
79;Beyonder;Telekinesis;1,0;129,5
79;Beyonder;Shapeshifting;5,0;129,5
79;Beyonder;Immortality;25,0;129,5
79;Beyonder;Invulnerability;5,0;129,5
79;Beyonder;Force_Fields;1,5;129,5
79;Beyonder;Psionic_Powers;0,5;129,5
79;Beyonder;Energy_Manipulation;0,5;129,5
79;Beyonder;Omnipotent;50,0;129,5
79;Beyonder;Reality_Warping;12,5;129,5
80;Big Barda;Agility;0,5;36,5
80;Big Barda;Durability;0,5;36,5
80;Big Barda;Flight;0,5;36,5
80;Big Barda;Longevity;1,0;36,5
80;Big Barda;Super_Strength;0,5;36,5
80;Big Barda;Stamina;0,5;36,5
80;Big Barda;Immortality;25,0;36,5
80;Big Barda;Reflexes;0,5;36,5
80;Big Barda;Invulnerability;5,0;36,5
80;Big Barda;Toxin_and_Disease_Resistance;2,5;36,5
82;Big Man;Marksmanship;0,5;0,5
85;Binary;Durability;0,5;5
85;Binary;Energy_Absorption;2,5;5
85;Binary;Flight;0,5;5
85;Binary;Super_Strength;0,5;5
85;Binary;Energy_Blasts;0,5;5
85;Binary;Super_Speed;0,5;5
87;Bird-Brain;Flight;0,5;1,5
87;Bird-Brain;Animal_Attributes;0,5;1,5
87;Bird-Brain;Natural_Weapons;0,5;1,5
88;Bird-Man;Flight;0,5;2
88;Bird-Man;Super_Strength;0,5;2
88;Bird-Man;Animal_Oriented_Powers;0,5;2
88;Bird-Man;Natural_Weapons;0,5;2
89;Bird-Man II;Flight;0,5;5,5
89;Bird-Man II;Power_Suit;5,0;5,5
91;Bishop;Accelerated_Healing;5,0;34,5
91;Bishop;Energy_Absorption;2,5;34,5
91;Bishop;Super_Strength;0,5;34,5
91;Bishop;Energy_Blasts;0,5;34,5
91;Bishop;Stamina;0,5;34,5
91;Bishop;Invulnerability;5,0;34,5
91;Bishop;Time_Travel;20,0;34,5
91;Bishop;Energy_Resistance;0,5;34,5
92;Bizarro;Agility;0,5;23
92;Bizarro;Accelerated_Healing;5,0;23
92;Bizarro;Durability;0,5;23
92;Bizarro;Energy_Absorption;2,5;23
92;Bizarro;Flight;0,5;23
92;Bizarro;Marksmanship;0,5;23
92;Bizarro;Longevity;1,0;23
92;Bizarro;Super_Strength;0,5;23
92;Bizarro;Cryokinesis;0,5;23
92;Bizarro;Stamina;0,5;23
92;Bizarro;Super_Speed;0,5;23
92;Bizarro;Enhanced_Senses;0,5;23
92;Bizarro;Jump;0,5;23
92;Bizarro;Invulnerability;5,0;23
92;Bizarro;Self_Sustenance;0,5;23
92;Bizarro;Enhanced_Hearing;0,5;23
92;Bizarro;Hypnokinesis;0,5;23
92;Bizarro;Enhanced_Sight;0,5;23
92;Bizarro;Vision_Telescopic;0,5;23
92;Bizarro;Vision_Microscopic;0,5;23
92;Bizarro;Super_Breath;0,5;23
92;Bizarro;Vision_X_Ray;0,5;23
92;Bizarro;Vision_Cryo;0,5;23
93;Black Abbott;Telepathy;5,0;15,5
93;Black Abbott;Energy_Blasts;0,5;15,5
93;Black Abbott;Telekinesis;1,0;15,5
93;Black Abbott;Mind_Control;7,5;15,5
93;Black Abbott;Mind_Blast;1,5;15,5
94;Black Adam;Accelerated_Healing;5,0;24,5
94;Black Adam;Flight;0,5;24,5
94;Black Adam;Longevity;1,0;24,5
94;Black Adam;Intelligence;0,5;24,5
94;Black Adam;Super_Strength;0,5;24,5
94;Black Adam;Energy_Blasts;0,5;24,5
94;Black Adam;Stamina;0,5;24,5
94;Black Adam;Super_Speed;0,5;24,5
94;Black Adam;Telekinesis;1,0;24,5
94;Black Adam;Magic;7,5;24,5
94;Black Adam;Clairvoyance;1,0;24,5
94;Black Adam;Invulnerability;5,0;24,5
94;Black Adam;Self_Sustenance;0,5;24,5
94;Black Adam;Enhanced_Hearing;0,5;24,5
95;Black Bolt;Agility;0,5;20,5
95;Black Bolt;Durability;0,5;20,5
95;Black Bolt;Energy_Absorption;2,5;20,5
95;Black Bolt;Flight;0,5;20,5
95;Black Bolt;Longevity;1,0;20,5
95;Black Bolt;Super_Strength;0,5;20,5
95;Black Bolt;Telepathy;5,0;20,5
95;Black Bolt;Energy_Blasts;0,5;20,5
95;Black Bolt;Stamina;0,5;20,5
95;Black Bolt;Super_Speed;0,5;20,5
95;Black Bolt;Reflexes;0,5;20,5
95;Black Bolt;Molecular_Manipulation;7,5;20,5
95;Black Bolt;Sonic_Scream;0,5;20,5
97;Black Canary;Agility;0,5;7
97;Black Canary;Stealth;1,0;7
97;Black Canary;Marksmanship;0,5;7
97;Black Canary;Weapons_Master;2,5;7
97;Black Canary;Intelligence;0,5;7
97;Black Canary;Stamina;0,5;7
97;Black Canary;Audio_Control;0,5;7
97;Black Canary;Reflexes;0,5;7
97;Black Canary;Sonic_Scream;0,5;7
